name,price,package_size,serving_size,calories_per_serving,calculated_calories,serves_about,Total Fat,Saturated Fat,Trans Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Added Sugars,Protein,Vitamin D,Calcium,Iron,Potassium,Polyunsaturated Fat,Monounsaturated Fat,Vitamin A,Vitamin C,Insoluble Fiber,Soluble Fiber,Thiamin,Riboflavin,Niacin,Vitamin B6,Folate,Folic Acid,Vitamin B12,Zinc,Pantothenic Acid,Phosphorus,Calories from Fat,Trans Fat 0g,† As prepared with unsalted butter and salt.,Added SugarsƗ,Ɨ One  serving adds 16g of sugar to your diet and represents  32% of the Daily Value for Added Sugars
Corn and Chile Tomato-less Salsa,$3.49,13.75 Oz,34 g,40.0,40.0,11,0 g,0 g,0 g,0 mg,110 mg,9 g,0 g,7 g,5 g,1 g,0 mcg,0 mg,0.2 mg,50 mg,,,,,,,,,,,,,,,,,,,,,
Dill-icious Chopped Salad Kit,$3.99,11.32 Oz,100 g,40.0,45.5,3,1.5 g,0 g,0 g,0 mg,115 mg,7 g,2 g,2 g,0 g,1 g,0 mcg,40 mg,0.6 mg,250 mg,,,,,,,,,,,,,,,,,,,,,
Garlic & Jalapeño Stuffed Olives,$3.99,17.64 Oz,11 g,15.0,13.5,25,1.5 g,,,,210 mg,0 g,,,,0 g,,,,,,,,,,,,,,,,,,,,,,,,,
Strawberry Waffles,$2.49,8.7 Oz,93 g,810.0,312.0,2.5,12 g,1.5 g,0 g,35 mg,210 mg,45 g,3 g,17 g,9 g,6 g,0 mcg,110 mg,0.1 mg,150 mg,,,,,,,,,,,,,,,,,,,,,
Mini Chocolate Chip Cookies,$0.99,2 Oz,57 g,270.0,277.0,1,13 g,8 g,0 g,40 mg,240 mg,37 g,2 g,23 g,22 g,3 g,0.1 mcg,20 mg,2.3 mg,110 mg,,,,,,,,,,,,,,,,,,,,,
Cinnamon Coffee Cake,$5.99,16 Oz,57 g/,240.0,240.0,8,12 g,2 g,0 g,45 mg,270 mg,31 g,1 g,19 g,18 g,2 g,,,,,,,,,,,,,,,,,,,,,,,,,
Gluten Free White Sandwich Bread,$4.99,12 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugar Snap Peas,$3.99,12 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hot Italian Sausage made with Pork,$6.49,1 Lb,90 g,190.0,185.0,5,13 g,4.5 g,0 g,55 mg,450 mg,2 g,0 g,1 g,1 g,15 g,0.7 mcg,20 mg,0.7 mg,530 mg,,,,,,,,,,,,,,,,,,,,,
Sweet Italian Sausage made with Pork,$6.49,1 Lb,90 g,190.0,181.0,5,13 g,4.5 g,0 g,55 mg,440 mg,1 g,0 g,1 g,1g,15 g,0.7 mcg,20 mg,0.7 mg,510 mg,,,,,,,,,,,,,,,,,,,,,
Homestyle Salsa Especial Mild,$3.99,12 Oz,30 g,5.0,4.0,11,0 g,0 g,0 g,0 mg,160 mg,1 g,0 g,1 g,0 g,0 g,,,,,,,,,,,,,,,,,,,,,,,,,
Mango Jicama Slaw,$5.49,12 Oz,100 g,70.0,74.5,3.5,2.5 g,0 g,0 g,0 mg,50 mg,12 g,3 g,9 g,3 g,1 g,0 mcg,20 mg,0.4 mg,160 mg,,,,,,,,,,,,,,,,,,,,,
"Egg Bites Cheese, Spinach & Kale",$3.79,4.2 Oz,119 g,150.0,148.0,1,8 g,5 g,0 g,25 mg,520 mg,7 g,0 g,1 g,0 g,12 g,,,,,,,,,,,,,,,,,,,,,,,,,
Egg Bites Cheddar Cheese & Uncured Bacon,$3.79,4.2 Oz,119 g,240.0,232.0,1,16 g,8 g,0 g,235 mg,690 mg,6 g,0 g,1 g,1g,16 g,,,,,,,,,,,,,,,,,,,,,,,,,
"Red Bell Pepper, Garlic & Parmesan Cream Cheese Spread",$2.79,8 Oz,30 g,100.0,97.0,8,9g,6g,0g,30mg,260mg,2g,0g,1g,0g,2g,,,,,,,,,,,,,,,,,,,,,,,,,
Oven-Baked Cheese Bites,$2.99,2.11 Oz,28 g,340.0,164.0,2,12 g,8 g,0 g,35 mg,260 mg,1 g,0 g,0 g,0 g,13 g,0 mcg,450 mg,0.1 mg,40 mg,,,,,,,,,,,,,,,,,,,,,
Eggplant Garlic Spread,$2.99,12 Oz,30 g,30.0,34.0,11,2 g,0 g,0 g,0 mg,220 mg,4 g,1 g,2 g,1 g,0 g,,,,,,,,,,,,,,,,,,,,,,,,,
Soft-Baked Sunflower Butter Cookies,$3.49,6 Oz,28 g,130.0,128.5,6,4.5g,0g,0g,0mg,115mg,19g,2g,11g,6g,3g,0mcg,10mg,0.7mg,130mg,,,,,,,,,,,,,,,,,,,,,
Gluten Free Joe-Joe's Chocolate Vanilla Creme Cookies,$4.49,12.5 Oz,26 g,130.0,130.0,14,6 g,2.5 g,0 g,0 mg,70 mg,18 g,1 g,10 g,10 g,1 g,0 mcg,0 mg,0.5 mg,40 mg,,,,,,,,,,,,,,,,,,,,,
Dry Roasted & Salted Pistachios,$6.99,1 Lb,30 g,170.0,177.0,8,13 g,1.5 g,0 g,0 mg,115 mg,9 g,3 g,2 g,0 g,6 g,0 mcg,30 mg,1.2 mg,300 mg,4 g,7 g,,,,,,,,,,,,,,,,,,,
Strawberry Yogurt O's,$3.99,12 Oz,3/4 cup,120.0,114.0,11,2 g,1.5 g,0 g,0 mg,95 mg,22 g,1 g,8 g,5 g,2 g,0 mcg,61 mg,5 mg,45 mg,,,,,,,,,,,,,,,,,,,,,
Chile Lime Seasoning Blend,$2.29,2.9 Oz,1 g,0.0,0.0,82,0 g,,,,180 mg,0 g,,0 g,,0 g,,,,,,,,,,,,,,,,,,,,,,,,,
Thai Style Yellow Curry Sauce,$3.49,11 Oz,60 g,110.0,107.0,5,7g,1.5g,0g,0mg,720mg,11g,0g,6g,4g,0g,,,,,,,,,,,,,,,,,,,,,,,,,
Organic Vegetarian Chili,$2.49,14.67 Oz,416 g,410.0,244.0,1,8 g,0.5 g,0 g,0 mg,680 mg,28 g,10 g,3 g,0 g,15 g,0 mcg,120 mg,4.4 mg,580 mg,,,,,,,,,,,,,,,,,,,,,
Mint Chip Ice Cream,$4.49,1 Qt,140 g,370.0,375.0,6,23 g,15 g,0 g,80 mg,60 mg,37 g,0 g,34 g,29 g,5 g,0.9 mcg,140 mg,1 mg,200 mg,,,,,,,,,,,,,,,,,,,,,
Cheese & Green Chile Tamales,$3.79,10 Oz,142 g,590.0,288.0,2,16 g,6 g,0 g,20 mg,610 mg,28 g,2 g,2 g,0 g,8 g,0.1 mcg,200 mg,1.2 mg,200 mg,,,,,,,,,,,,,,,,,,,,,
Sweet Potato Fries,$2.49,15 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pizza Parlanno,$5.49,18.2 Oz,129 g/,330.0,328.0,4,16 g,6 g,0 g,30 mg,620 mg,33 g,1 g,5 g,,13 g,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Cilantro Mini Wontons,$3.49,12 Oz,36 g,50.0,52.5,9,0.5g,0g,0g,5mg,150mg,9g,1g,1g,,3g,,,,,,,,,,,,,,,,,,,,,,,,,
Layered Beef Tostada,$2.99,8 Oz,227 g,460.0,471.0,1,23 g,12 g,0.5 g,70 mg,830 mg,38 g,8 g,3 g,1 g,28 g,0 mcg,260 mg,3.9 mg,520 mg,,,,,,,,,,,,,,,,,,,,,
Unexpected Cheddar Chicken Sausage,$4.49,12 Oz,85 g,160.0,157.0,4,9 g,2.5 g,0 g,75 mg,700 mg,3 g,0 g,1 g,1g,16 g,0 mcg,50 mg,0.9 mg,190 mg,,,,,,,,,,,,,,,,,,,,,
Coffee Bean Blast Ice Cream,$4.49,1 Qt,140 g,320.0,326.0,6,18 g,11 g,0 g,75 mg,65 mg,36 g,0 g,32 g,27 g,5 g,0.7 mcg,160 mg,0.4 mg,240 mg,,,,,,,,,,,,,,,,,,,,,
Beehive Promontory Cheese,$9.99,1 Lb,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organic Dark Chocolate Bar with Almonds,$2.29,3.51 Oz,33 g,190.0,198.0,3,14 g,7 g,0 g,0 mg,0 mg,14 g,4 g,8 g,7 g,4 g,0 mcg,30 mg,2 mg,190 mg,,,,,,,,,,,,,,,,,,,,,
Organic Dark Chocolate Bar 73% Cacao,$2.29,3.51 Oz,33 g,190.0,198.0,3,14 g,8 g,0 g,0 mg,0 mg,15 g,4 g,9 g,9 g,3 g,0 mcg,20 mg,2.1 mg,190 mg,,,,,,,,,,,,,,,,,,,,,
Organic Milk Chocolate Truffle Bar,$1.99,3.51 Oz,33 g,190.0,198.0,3,14 g,8 g,0 g,5 mg,15 mg,16 g,1 g,14 g,13 g,2 g,0.3 mcg,40 mg,1 mg,140 mg,,,,,,,,,,,,,,,,,,,,,
Watermelon & Peach Macarons,$5.49,4.2 Oz,36 g,150.0,141.0,3.5,5 g,1.5 g,0 g,0 mg,15 mg,21 g,2 g,19 g,17 g,3 g,0.0 mcg,30 mg,0.3 mg,70 mg,,,,,,,,,,,,,,,,,,,,,
Blueberry Dream Frozen Dessert Bars,$3.49,11 Oz,156 g,470.0,250.0,2,6 g,3.5 g,0 g,25 mg,25 mg,47 g,0 g,45 g,39 g,2 g,0.0 mcg,60 mg,0.2 mg,110 mg,,,,,,,,,,,,,,,,,,,,,
Out of this World Ice Pops,$3.29,11.16 Fl Oz,165 g,300.0,148.0,2,0 g,0 g,0 g,0 mg,15 mg,37 g,0 g,35 g,34 g,0 g,0.0 mcg,30 mg,0.0 mg,20 mg,,,,,,,,,,,,,,,,,,,,,
Horchata Ice Cream,$3.79,1 Pint,123 g,920.0,314.0,3,18 g,11 g,0 g,75 mg,135 mg,33 g,0 g,29 g,25 g,5 g,0.7 mcg,140 mg,0.2 mg,140 mg,,,,,,,,,,,,,,,,,,,,,
Sliced Provolone Cheese,$4.99,12 Oz,28 g,100.0,100.0,12,8 g,4.5 g,0 g,20 mg,170 mg,1 g,0 g,0 g,0 g,6 g,0 mcg,210 mg,0.0 mg,20 mg,,,,,,,,,,,,,,,,,,,,,
Uncooked Ground Buffalo Burgers,$10.99,16 Oz,150 g/,370.0,370.0,3,30 g,16 g,0 g,60 mg,80 mg,0 g,0 g,0 g,,25 g,,,,,,,,,,,,,,,,,,,,,,,,,
Fire Roasted Red Peppers,$2.29,12 Oz,28 g,10.0,12.0,8,0 g,0 g,0 g,0 mg,80 mg,3 g,0 g,2 g,1 g,0 g,,,,,,,,,,,,,,,,,,,,,,,,,
Crumbled Goat Cheese,$2.99,4 Oz,28 g,80.0,78.0,4,6 g,4 g,0 g,25 mg,90 mg,1 g,1 g,0 g,0 g,5 g,,,,,,,,,,,,,,,,,,,,,,,,,
Organic Red Bell Peppers,$3.99,12 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portabella Mushrooms,$3.49,6 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organic Baby Lettuce Mix,$1.99,5 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organic Arugula,$3.99,7 Oz,85 g,50.0,24.5,2.5,0.5 g,0 g,0 g,0 mg,25 mg,3 g,1 g,2 g,0 g,2 g,0.0 mcg,140 mg,1.2 mg,310 mg,,,,,,,,,,,,,,,,,,,,,
Fig Butter,$2.99,11 Oz,20 g,45.0,44.0,16,0 g,0 g,0 g,0 mg,0 mg,11 g,0 g,10 g,7 g,0 g,,,,,,,,,,,,,,,,,,,,,,,,,
"Vegan Kale, Cashew & Basil Pesto",$3.99,8 Oz,60 g,180.0,190.0,4,18 g,3 g,0 g,0 mg,240 mg,5 g,1 g,1 g,0 g,2 g,,,,,,,,,,,,,,,,,,,,,,,,,
Cashew Butter Cashews,$4.99,8 Oz,30 g,160.0,167.0,8,11 g,4.5 g,0 g,0 mg,100 mg,13 g,0 g,9 g,6 g,4 g,0 mcg,50 mg,1.0 mg,150 mg,,,,,,,,,,,,,,,,,,,,,
Vegan Brioche Loaf,$3.99,15 Oz,44 g,150.0,144.0,10,4g,1.5g,0g,0mg,230mg,24g,1g,5g,5g,3g,0mcg,10mg,1.4mg,40mg,,,,,,,,,,,,,,,,,,,,,
Seasoned Waffle Cut Fries,$3.79,20 Oz,84 g,140.0,135.0,7,7g,1g,0g,0mg,130mg,16g,2g,1g,0g,2g,0mcg,20mg,0.4mg,350mg,,,,,,,,,,,,,,,,,,,,,
Organic Chicken Nuggets,$4.99,12 Oz,79 g,180.0,182.0,4.5,10 g,3 g,0 g,30 mg,450 mg,13 g,0 g,1 g,1 g,10 g,0 mcg,20 mg,0.7 mg,320 mg,,,,,,,,,,,,,,,,,,,,,
Classic Hamburger Buns,$2.99,16 Oz,47 g,130.0,131.0,8,3.0 g,0 g,0 g,0 mg,190 mg,23 g,1g g,3 g,,3 g,0.00000000 IU,0.00000000 mg,0.3572 mg,30 mg,,,0.00000000 IU,0.00000000 mg,,,,,,,,,,,,,30 kcal,,,,
Ube Spread,$3.99,10 Oz,18 g,60.0,59.0,16,3g,2g,0g,10mg,70mg,8g,0g,7g,7g,0g,,,,,,,,,,,,,,,,,,,,,,,,,
Corn on the Cob,$0.69,1 Each,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Super Sweet Fresh Corn,$3.99,20 Oz,140 g,120.0,142.0,4,2.0 g,0 g,0 g,0 mg,20 mg,26 g,3 g,9 g,,5 g,,0.00000000 mg,0.728 mg,,,,261.8 IU,9.52 mg,,,,,,,,,,,,,0 kcal,,,,
Broccoli & Kale Slaw,$2.99,11 Oz,100 g,110.0,113.0,3,5 g,0.5 g,0 g,0 mg,20 mg,13 g,3 g,8 g,3 g,4 g,0.0 mcg,70 mg,1.0 mg,300 mg,,,,,,,,,,,,,,,,,,,,,
BBQ Cut Fresh Atlantic Salmon Fillets,$10.99,1 Lb,4 oz,230.0,227.0,,15 g,3.5 g,0 g,60 mg,65 mg,0 g,0 g,0 g,0 g,23 g,,,,,,,,,,,,,,,,,,,,,,,,,
Classic Hamburger Buns,$2.49,16 Oz,57 g,130.0,133.5,8,1.5 g,0 g,0 g,0 mg,230 mg,26 g,1 g,3 g,3 g,4 g,0 mcg,30 mg,1.4 mg,40 mg,,,,,,,,,,,,,,,,,,,,,
Yellow Cake & Baking Mix,$2.99,16 Oz,45 g,280.0,169.0,10,1.0 g,0 g,0 g,20 mg,370 mg,38 g,0 g,22 g,21 g,2 g,0.1 mcg,10 mg,1.0 mg,30 mg,,,,,,,,,,,,,,,,,,,,,
Limoncello Gouda Cheese,$11.99,1 Lb,28 g,110.0,105.0,,9g,6g,0g,30mg,190mg,0g,0g,0g,0g,6g,,,,,,,,,,,,,,,,,,,,,,,,,
Fully Cooked Pork Belly,$6.99,12 Oz,85 g,240.0,241.0,4,21g,7g,0g,45mg,350mg,0g,0g,0g,,13g,,,,,,,,,,,,,,,,,,,,,,,,,
Brookie,$4.49,11 Oz,39 g,160.0,168.0,8,8 g,3.0 g,0 g,20 mg,115 mg,22 g,1 g,14 g,14 g,2 g,0.0 mcg,10 mg,1.1 mg,60 mg,,,,,,,,,,,,,,,,,,,,,
Buffalo Style Seasoned Almonds,$3.99,8 Oz,30 g,180.0,192.0,8,16 g,1 g,0 g,0 mg,170 mg,6 g,3 g,1 g,0 g,6 g,0 mcg,80 mg,1.1 mg,200 mg,4 g,10 g,,,,,,,,,,,,,,,,,,,
Ube Tea Cookies,$4.49,10 Oz,30 g,130.0,125.0,9,5 g,3.5 g,0 g,15 mg,70 mg,19 g,0 g,11 g,11 g,1 g,0 mcg,10 mg,0.5 mg,20 mg,,,,,,,,,,,,,,,,,,,,,
Strawberry Vanilla Yogurt Pretzels,$3.49,7 Oz,27 g,130.0,129.0,7,5 g,4.5 g,0 g,0 mg,190 mg,19 g,1 g,11 g,9 g,2 g,0 mcg,20 mg,0.4 mg,70 mg,,,,,,,,,,,,,,,,,,,,,
Chive Cheddar Cheese,$4.99,6 Oz,28 g,110.0,109.0,6,9g,6g,0g,30mg,190mg,0g,0g,0g,0g,7g,,,,,,,,,,,,,,,,,,,,,,,,,
Strawberry Lemonade Joe-Joe's,$3.49,16 Oz,27 g,130.0,129.0,17,5g,2.5g,0g,0mg,95mg,20g,0g,11g,11g,1g,0mcg,0mg,0.5mg,0mg,,,,,,,,,,,,,,,,,,,,,
Agrodolce White Wine Vinegar,$5.99,8.5 Fl Oz,15 mL,50.0,52.0,16,0 g,0 g,0 g,0 mg,0 mg,13 g,0 g,13 g,10 g,0 g,,,,,,,,,,,,,,,,,,,,,,,,,
Truffle Flavored BBQ Sauce,$3.49,10.93 Oz,39 g,100.0,98.0,10,2 g,0 g,0 g,0 mg,440 mg,20 g,1 g,19 g,19 g,0 g,,,,,,,,,,,,,,,,,,,,,,,,,
Truffle Aioli,$3.99,10.05 Oz,15 g,90.0,90.0,19,10 g,1 g,0 g,0 mg,85 mg,0 g,0 g,0 g,0 g,0 g,,,,,,,,,,,,,,,,,,,,,,,,,
Mini Cheesecake Cones,$4.49,7.05 Oz,50 g,0.0,213.0,,13 g,5 g,0 g,15 mg,30 mg,21 g,1 g,14 g,13 g,3 g,0 mcg,80 mg,0.4 mg,120 mg,,,,,,,,,,,,,,,,,,,,,
Wildberry Cheesecake Ice Cream,$3.79,1 Pint,132 g,950.0,323.0,3,19 g,11 g,0 g,115 mg,140 mg,34 g,0 g,30 g,26 g,4 g,0.8 mcg,130 mg,0.4 mg,130 mg,,,,,,,,,,,,,,,,,,,,,
Strawberry Swirl Cheesecake,$7.99,30 Oz,142 g,450.0,469.0,6,25 g,14 g,0.5 g,80 mg,240 mg,55 g,1 g,36 g,33 g,6 g,0.2 mcg,70 mg,1 mg,130 mg,,,,,,,,,,,,,,,,,,,,,
Dill Pickle Mini Falafel,$4.29,12 Oz,85 g,200.0,192.0,4,8 g,1 g,0 g,0 mg,550 mg,22 g,7 g,2 g,0 g,8 g,0 mcg,70 mg,1.8 mg,380 mg,,,,,,,,,,,,,,,,,,,,,
Peanut Butter Caramel Coated Popcorn,$3.79,6 Oz,30 g,130.0,133.0,6,5 g,1 g,0 g,0 mg,125 mg,19 g,1 g,12 g,12 g,3 g,0 mcg,10 mg,0.3 mg,80 mg,,,,,,,,,,,,,,,,,,,,,
Seasoning In A Pickle Seasoning Blend,$2.49,2.3 Oz,1 g,0.0,4.0,65,0 g,,,,90 mg,1 g,,,,0 g,,,,,,,,,,,,,,,,,,,,,,,,,
Beef Birria,$7.99,16 Oz,227 g,570.0,275.0,2,15 g,5 g,0 g,105 mg,1090 mg,3 g,0 g,1 g,0 g,32 g,0 mcg,20 mg,4.5 mg,650 mg,,,,,,,,,,,,,,,,,,,,,
Strawberry Basil Vinaigrette,$3.99,8 Oz,30 mL,60.0,65.0,8,5 g,0 g,0 g,0 mg,220 mg,5 g,0 g,4 g,4 g,0 g,,,,,,,,,,,,,,,,,,,,,,,,,
Dill Pickle Mustard,$1.99,9 Oz,5 g,0.0,0.0,51,0 g,,,,50 mg,0 g,,,,0 g,,,,,,,,,,,,,,,,,,,,,,,,,
Brioche Hot Dog Buns,$3.49,16 Oz,56 g,170.0,170.5,8,2.5 g,1 g,0 g,10 mg,230 mg,32 g,1 g,5 g,5 g,5 g,0 mcg,10 mg,1.5 mg,40 mg,,,,,,,,,,,,,,,,,,,,,
Brioche Buns,$3.99,9.45 Oz,67 g,180.0,171.0,4,3 g,1.5 g,0 g,20 mg,310 mg,31 g,0 g,7 g,7 g,5 g,0 mcg,10 mg,1.7 mg,50 mg,,,,,,,,,,,,,,,,,,,,,
Sea Salt Brownie Bites,$2.99,6 Oz,21 g,90.0,88.0,8,4.0 g,1.0 g,0 g,5 mg,75 mg,12 g,1 g,9 g,9 g,1g g,0.0 mcg,10 mg,2.2 mg,60 mg,,,,,,,,,,,,,,,,,,,,,
BBQ & Black Pepper Toscano Chopped Salad,$3.49,11 Oz,100 g,80.0,92.5,3,4.5 g,2.5 g,0 g,5 mg,65 mg,9 g,2 g,2 g,0 g,4 g,0 mcg,100 mg,0.6 mg,140 mg,,,,,,,,,,,,,,,,,,,,,
Pineapple,$2.99,1 Each,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mangos,$1.49,1 Each,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quinoa and Black Bean infused Tortilla Chips,$3.49,12 Oz,28 g,140.0,143.0,12,7 g,0.5 g,0 g,0 mg,40 mg,18 g,3 g,0 g,0 g,2 g,0 mcg,20 mg,0.5 mg,80 mg,,,,,,,,,,,,,,,,,,,,,
Lemon Zest Madeleine Cookies,$2.99,3.6 Oz,34 g,150.0,143.0,3,7 g,4 g,0 g,35 mg,70 mg,18 g,0 g,12 g,12 g,2 g,0.1 mcg,10 mg,0.5 mg,30 mg,,,,,,,,,,,,,,,,,,,,,
Campari Tomatoes,$3.49,1 Lb,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organic Persian Cucumbers,$2.99,16 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organic Shredded Green & Red Cabbage with Carrots,$2.49,9 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorothy's Comeback Cow Soft Ripened Cheese,$6.99,7 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweet Apple Chicken Sausage,$4.29,12 Oz,68 g,120.0,126.0,5,6g,2g,,50mg,340mg,7g,0g,5g,,11g,,,,,,,,,,,,,,,,,,,,,,,,,
Gluten Free Cheese Ravioli,$4.49,8 Oz,100 g,520.0,231.0,2.5,7 g,4.5 g,0 g,40 mg,310 mg,31 g,2 g,2 g,0 g,11 g,0.8 mcg,140 mg,0.5 mg,170 mg,,,,,,,,,,,,,,,,,,,,,
Ground Beef Patties 80/20,$6.49,1 Lb,112 g/,290.0,283.0,4,23 g,9 g,1.5 g,80 mg,75 mg,0 g,0 g,0 g,0 g,19 g,,,,,,,,,,,,,,,,,,,,,,,,,
Pollo Asado Autentico,$8.49,1 Lb,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organic Chicken Grill Pack,$3.49,1 Lb,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lemon Chicken & Arugula Salad,$4.99,9.2 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheeseburger Burrito,$4.49,8 Oz,227 g,610.0,599.0,1,31 g,10 g,1 g,90 mg,1190 mg,53 g,4 g,6 g,4 g,27 g,0.3 mcg,300 mg,5.4 mg,370 mg,,,,,,,,,,,,,,,,,,,,,
Spicy Jalapeño Chicken Sausage,$4.29,12 Oz,68 g,100.0,106.0,5,6 g,2 g,0 g,55 mg,400 mg,2 g,0 g,0 g,0g,11 g,,,,,,,,,,,,,,,,,,,,,,,,,
Vegan Spinach & Cashew Ravioli,$3.99,8.8 Oz,83 g,250.0,244.0,3,12 g,1.5 g,0 g,0 mg,420 mg,28 g,3 g,1 g,0 g,6 g,0 mcg,30 mg,0.9 mg,200 mg,,,,,,,,,,,,,,,,,,,,,
Fancy Cheese Crunchies,$3.99,7 Oz,28 g,140.0,135.0,7,7 g,1 g,0 g,0 mg,260 mg,16 g,1 g,2 g,1 g,2 g,0 mcg,30 mg,0.2 mg,30 mg,,,,,,,,,,,,,,,,,,,,,
Organic Strawberries 2 Lb,$8.99,2 Lb,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organic Strawberries 1 Lb,$6.99,16 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strawberries 2 Lb,$7.99,2 Lb,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strawberries 1 Lb,$4.49,16 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gluten Free Double Chocolate Muffins,$5.99,14 Oz,99 g,430.0,429.0,4,25g,4.5g,0g,65mg,390mg,47g,2g,23g,22g,4g,,,,,,,,,,,,,,,,,,,,,,,,,
Balsamic Rosemary Beef Steak Tips,$11.99,1 Lb,112 g,220.0,225.0,,13 g,4.5 g,0.5 g,70 mg,310 mg,6 g,0 g,5 g,5 g,21 g,0 mcg,10 mg,2.5 mg,350 mg,,,,,,,,,,,,,,,,,,,,,
Organic Poppy Seed Dressing,$3.69,12 Fl Oz,30 mL,130.0,131.0,12,11 g,1 g,0 g,5 mg,240 mg,8 g,0 g,8 g,7 g,0 g,0 mcg,10 mg,0.1 mg,10 mg,,,,,,,,,,,,,,,,,,,,,
Argentinian Red Shrimp with Ginger Garlic Butter,$7.99,9 Oz,255 g,310.0,155.0,1,7 g,4.5 g,0 g,190 mg,200 mg,2 g,0 g,1 g,1g,21 g,0 mcg,50 mg,0.5 mg,290 mg,,,,,,,,,,,,,,,,,,,,,
Premium Salmon Burgers,$7.49,12.8 Oz,1 Burger,100.0,99.0,4,3 g,0.5 g,0 g,20 mg,330 mg,3 g,0 g,1 g,1 g,15 g,20.9 mcg,0 mg,0.3 mg,320 mg,,,,,,,,,,,,,,,,,,,,,
Non-Dairy Oat Creamer Brown Sugar Flavor,$1.99,16 Fl Oz,15 mL,25.0,25.0,32,1g,0g,0g,0mg,25mg,4g,0g,4g,4g,0g,0mcg,0mg,0mg,10mg,,,,,,,,,,,,,,,,,,,,,
Organic Red Wine Vinegar,$1.99,8.45 Fl Oz,15 mL,0.0,0.0,16,0g,,,,0mg,0g,,,,0g,,,,,,,,,,,,,,,,,,,,,,,,,
Buttermilk Brined Half Chicken,$4.99,1 Lb,112 g,220.0,223.0,,15g,4.5g,0g,75mg,470mg,2g,0g,2g,0g,20g,0.2mcg,50mg,0.5mg,220mg,,,,,,,,,,,,,,,,,,,,,
Organic Baked Tofu Teriyaki Flavor,$3.99,7 Oz,99 g,190.0,192.0,2,8 g,1 g,0 g,0 mg,530 mg,15 g,3 g,2 g,2 g,15 g,0 mcg,80 mg,3 mg,240 mg,,,,,,,,,,,,,,,,,,,,,
Portuguese Custard Tarts,$2.99,7.05 Oz,200 g,540.0,129.0,,5 g,3.5 g,0 g,45 mg,100 mg,19 g,1 g,10 g,7 g,2 g,0 mcg,30 mg,0.5 mg,50 mg,,,,,,,,,,,,,,,,,,,,,
Tres Leches Cake,$7.99,17.5 Oz,124 g,350.0,342.0,4,22 g,13 g,0 g,170 mg,125 mg,29 g,0 g,23 g,20 g,7 g,1 mcg,160 mg,0.8 mg,220 mg,,,,,,,,,,,,,,,,,,,,,
Chimichurri Sauce,$3.99,8 Oz,30 g,110.0,103.0,8,11 g,1.5 g,0 g,0 mg,160 mg,1 g,0 g,0 g,0 g,0 g,,,,,,,,,,,,,,,,,,,,,,,,,
Organic Vegan Nacho Dip,$3.99,8 Oz,24 g,60.0,66.0,9,6g,3g,0g,0mg,150mg,2g,1g,0g,0g,1g,,,,,,,,,,,,,,,,,,,,,,,,,
Organic Elote Corn Chip Dippers,$2.69,9.75 Oz,28 g/,150.0,148.0,10,8 g,1 g,0 g,0 mg,115 mg,17 g,1 g,0 g,0 g,2 g,0 mcg,40 mg,0.5 mg,40 mg,,,,,,,,,,,,,,,,,,,,,
"Ranch 
Seasoning Blend",$2.99,2 Oz,1 g,0.0,4.0,57,0 g,,,,65 mg,1 g,,,,0 g,,,,,,,,,,,,,,,,,,,,,,,,,
