,name,price,package_size,serving_size,calculated_calories,Total Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin D,Calcium,Iron,Potassium
594,Cinnamon Sugar Toffee Trio,$4.99,10 Oz,32 g,183.0,11 g,10 mg,75 mg,19 g,2 g,18 g,2 g,0.1 mcg,20 mg,0.6 mg,60 mg
595,Super Chocolatey Chocolate Chunk Cookie Dough,$5.29,14.4 Oz,34 g,154.0,6 g,15 mg,135 mg,23 g,2 g,14 g,2 g,0.1 mcg,10 mg,1.3 mg,20 mg
596,Premium Chunk White Chicken,$3.99,12.5 Oz,71 g,61.5,1.5g,40mg,250mg,0g,0g,0g,12g,,,,
597,Mirepoix,$3.49,14.5 Oz,85 g,28.0,0 g,0 mg,45 mg,6 g,2 g,3 g,1 g,0.0 mcg,27 mg,0 mg,207 mg
598,Chicken Breakfast Sausage Patties,$2.99,7.8 Oz,72 g,137.0,9 g,70 mg,390 mg,1 g,0 g,0 g,13 g,0.0 mcg,20 mg,1.1 mg,460 mg
599,Super Chocolatey Gluten Free Chocolate Chunk Cookie Dough,$5.49,16 Oz,38 g,177.0,9 g,10 mg,150 mg,22 g,2 g,12 g,2 g,0.2 mcg,10 mg,0.9 mg,40 mg
600,Whole Kernel Corn,$0.99,15 Oz,125 g,44.5,0.5 g,0 mg,200 mg,9 g,1 g,2 g,1 g,0.0 mcg,10 mg,0.2 mg,130 mg
601,Organic Heavy Whipping Cream,$3.49,16 Fl Oz,,0.0,,,,,,,,,,,
602,Chicken Noodle Soup,$2.99,19 Oz,245 g,243.0,7 g,60 mg,1170 mg,29 g,3 g,2 g,16 g,0.2 mcg,60 mg,1.3 mg,800 mg
603,Garlic & Black Pepper Almonds,$4.99,12 Oz,30 g,192.0,16 g,0 mg,95 mg,6 g,3 g,1 g,6 g,0.0 mcg,80 mg,1.1 mg,210 mg
604,Orkney White Cheddar Cheese,$4.99,7 Oz,,0.0,,,,,,,,,,,
605,Avocado Ranch Salad Kit,$3.99,12.8 Oz,100 g,143.0,11 g,10 mg,240 mg,8 g,2 g,3 g,3 g,0.1 mcg,80 mg,0.6 mg,180 mg
606,All Butter Sugar Cookie Dough,$3.99,16 Oz,30 g,124.5,4.5 g,15 mg,70 mg,19 g,0 g,9 g,2 g,0.0 mcg,10 mg,0.2 mg,20 mg
607,Wicked Good Mini Chocolate Bars,$4.99,14.7 Oz,37 g,206.0,10 g,10 mg,85 mg,25 g,2 g,21 g,4 g,0.0 mcg,50 mg,1 mg,170 mg
608,Spinach & Feta Egg White Burrito,$4.49,7.1 Oz,201 g,410.0,18 g,30 mg,740 mg,43 g,5 g,3 g,19 g,0.1 mcg,190 mg,2.1 mg,430 mg
609,Halloween Gummies,$4.49,14 Oz,20 g,64.0,0 g,0 mg,20 mg,16 g,0 g,14 g,0 g,0 mcg,0 mg,0 mg,0 mg
610,Guacasalsa,$3.99,10 Oz,30 g,21.5,1.5 g,0 mg,135 mg,2 g,2 g,2 g,0 g,0.0 mcg,0 mg,0.2 mg,90 mg
611,Butternut Squash and Caramelized Onion Tart,$9.99,18 Oz,,0.0,,,,,,,,,,,
612,Teeny Tiny Apple Pies,$4.99,7.76 Oz,220 g,802.0,38 g,5 mg,370 mg,107 g,3 g,49 g,8 g,0.0 mcg,70 mg,3.4 mg,190 mg
613,Double Chocolate Croissants,$5.49,12 Oz,85 g,339.0,19 g,40 mg,250 mg,36 g,2 g,11 g,6 g,0.3 mcg,20 mg,3.6 mg,190 mg
614,Organic Red Butter Lettuce,$2.49,6 Oz,85 g,24.0,0 g,0 mg,10 mg,4 g,2 g,2 g,2 g,0.0 mcg,60 mg,2.1 mg,400 mg
615,Truffle Glaze,$4.99,8.45 Fl Oz,15 mL,36.0,0 g,0 mg,0 mg,9 g,0 g,9 g,0 g,0.0 mcg,0 mg,0.0 mg,0 mg
616,Garlic & Asiago Cheese Dip,$4.99,10 Oz,28 g,70.0,6 g,15 mg,150 mg,2 g,0 g,2 g,2 g,0.2 mcg,70 mg,0.0 mg,40 mg
617,Kosher Dill Pickle Spears,$4.49,24 Fl Oz,28 g / about,0.0,0 g,0 mg,210 mg,0 g,0 g,0 g,0 g,0.0 mcg,10 mg,0.0 mg,20 mg
618,Super Nutty Oat Clusters Cereal,$4.79,20 Oz,59 g,274.0,10 g,0 mg,130 mg,41 g,4 g,12 g,5 g,0.0 mcg,30 mg,1.4 mg,170 mg
619,BBQ Seasoned Spatchcocked Chicken,$5.99,1 Lb,112 g,236.0,16 g,75 mg,230 mg,4 g,0 g,3 g,19 g,0.2 mcg,20 mg,1.1 mg,230 mg
620,Kosher Dill Pickle Chips,$4.49,24 Fl Oz,28 g,0.0,0 g,0 mg,210 mg,0 g,0 g,0 g,0 g,0.0 mcg,10 mg,0.0 mg,20 mg
621,Sun-Dried Tomato & Basil Chicken Tenders,$7.49,1 Lb,113 g,146.0,2.0 g,70 mg,810 mg,8 g,1 g,2 g,24 g,,,,
622,Savory Herbed Chicken Thighs,$6.99,1 Lb,112 g,138.0,6 g,80 mg,370 mg,3 g,2 g,0 g,18 g,0.0 mcg,30 mg,1.4 mg,310 mg
623,Sesame Miso Salad with Salmon,$6.99,10.25 Oz,100 g,371.0,27 g,35 mg,910 mg,18 g,4 g,9 g,14 g,7.2 mcg,90 mg,2.6 mg,700 mg
624,Green Goddess Salad,$5.99,9.75 Oz,100 g,365.0,25 g,45 mg,780 mg,23 g,4 g,4 g,12 g,0.1 mcg,120 mg,3.4 mg,650 mg
625,Fresh Mozzarella Cheese Log,$5.99,16 Oz,28 g,73.0,5 g,15 mg,90 mg,2 g,0 g,0 g,5 g,0.0 mcg,100 mg,0.0 mg,20 mg
626,Organic Raw Apple Cider Vinegar,$2.49,16.9 Fl Oz,15 mL,8.0,0 g,0 mg,0 mg,2 g,0 g,0 g,0 g,0.0 mcg,0 mg,0.0 mg,10 mg
627,Organic Hearty Vegetable Broth,$1.99,32 Fl Oz,240 mL,12.0,0 g,0 mg,270 mg,3 g,0 g,2 g,0 g,0 mcg,10 mg,0 mg,90 mg
628,Organic Coconut Milk,$1.69,13.5 Fl Oz,65 mL,107.0,11 g,0 mg,0 mg,1 g,0 g,1 g,1 g,0 mcg,0 mg,0.7 mg,30 mg
629,Brigadeiros,$3.79,4.94 Oz,31 g,122.0,6 g,15 mg,25 mg,15 g,1 g,12 g,2 g,0.0 mcg,50 mg,0.6 mg,150 mg
630,Gluten Free Tagliatelle Pasta,$2.49,8.8 Oz,42 g,144.0,0 g,0 mg,0 mg,33 g,2 g,0 g,3 g,0.0 mcg,0 mg,0.1 mg,50 mg
631,Organic Plain Cream Cheese Spread,$3.49,8 Oz,30 g,97.0,9 g,30 mg,100 mg,2 g,0 g,2 g,2 g,0.2 mcg,50 mg,0.0 mg,80 mg
632,Lil' Tiger Stripe Pumpkin,$1.49,1 Each,,0.0,,,,,,,,,,,
633,"Gluten Free 
Egg Fettuccine Pasta",$3.99,9 Oz,85 g/,686.0,6 g,230 mg,1930 mg,139 g,4 g,6 g,19 g,0.9 mcg,70 mg,1.7 mg,390 mg
634,Orzo Italian Pasta,$0.99,1 Lb,,0.0,,,,,,,,,,,
635,Roasted Garlic Marinara Sauce,$1.99,24 Oz,125 g,93.0,5 g,0 mg,550 mg,10 g,3 g,6 g,2 g,0.0 mcg,40 mg,0.6 mg,430 mg
636,Fall Harvest Salsa,$3.49,12 Oz,30 g,12.0,0 g,0 mg,120 mg,3 g,0 g,2 g,0 g,0.0 mcg,0 mg,0.1 mg,20 mg
637,NATURAL CUBED CHICKEN BREAST,$7.99,1 Lb,112 g,131.0,3g,85mg,50mg,0g,0g,0g,26g,,,,
638,Baked Sheep's Milk Ricotta Cheese,$11.99,1 Lb,28 g,68.5,4.5 g,10 mg,170 mg,2 g,0 g,2 g,5 g,0.0 mcg,150 mg,0.1 mg,80 mg
639,Maple Spiced Nut Mix,$5.99,8.5 Oz,35 g,202.0,14 g,0 mg,50 mg,14 g,2 g,10 g,5 g,0.0 mcg,30 mg,1.0 mg,150 mg
640,Petite Pumpkin Spice Cookies,$3.99,10 Oz,28 g,130.0,6 g,0 mg,50 mg,18 g,0 g,13 g,1 g,0 mcg,20 mg,0.3 mg,30 mg
641,Pumpkin Brioche Twist,$4.99,16.8 Oz,53 g,187.0,7 g,25 mg,190 mg,28 g,2 g,7 g,3 g,0.1 mcg,20 mg,1.1 mg,60 mg
642,Honey Crisp Apple Cinnamon Greek Yogurt,$0.99,5.3 Oz,150 g,170.0,6 g,25 mg,50 mg,19 g,0 g,15 g,10 g,0.0 mcg,120 mg,0.1 mg,170 mg
643,Fall Fantasy Pumpkin,$7.99,1 Each,,0.0,,,,,,,,,,,
644,Orange Pumpkin,$3.99,1 Each,,0.0,,,,,,,,,,,
645,Pumpkin Joe-Joe's Cookies,$2.99,10.5 Oz,32 g,159.0,7 g,0 mg,65 mg,23 g,1 g,13 g,1 g,0.0 mcg,10 mg,0.6 mg,30 mg
646,Double Fold Bourbon Vanilla Extract,$7.99,3.55 Fl Oz,5 mL,0.0,0 g,0 mg,0 mg,0 g,0 g,0 g,0 g,0.0 mcg,0 mg,0.0 mg,20 mg
647,Délice de Jenlain Semi-soft Cheese,$11.99,1 Lb,28 g,95.0,7g,25mg,200mg,1g,0g,0g,7g,,,,
648,Butternut Squash Italian Lasagna,$4.49,16 Oz,227 g,618.0,26 g,95 mg,1280 mg,73 g,7 g,13 g,23 g,0.0 mcg,420 mg,3.6 mg,810 mg
649,Apple Cinnamon Buns,$4.49,8.46 Oz,120 g,825.0,33 g,35 mg,600 mg,120 g,6 g,55 g,12 g,0.0 mcg,140 mg,0.0 mg,340 mg
650,Almond Chipotle Dip,$3.49,9 Oz,33 g,96.0,8 g,0 mg,230 mg,4 g,1 g,2 g,2 g,0.0 mcg,20 mg,0.7 mg,90 mg
651,Vegetable Tray,$3.99,18 Oz,85 g,28.0,0 g,0 mg,55 mg,5 g,2 g,3 g,2 g,0.0 mcg,30 mg,0.6 mg,210 mg
652,Cut Butternut Squash,$3.99,20 Oz,,0.0,,,,,,,,,,,
653,Sour Cream,$3.99,16 Oz,30 g,57.0,5 g,20 mg,20 mg,2 g,0 g,2 g,1 g,0.2 mcg,50 mg,0.0 mg,40 mg
654,Pumpkin Pie Spice,$2.99,1.8 Oz,,0.0,,,,,,,,,,,
655,Organic Cane Sugar,$3.99,2 Lb,8 g,32.0,0 g,0 mg,0 mg,8 g,0 g,8 g,0 g,0.0 mcg,0 mg,0.0 mg,0 mg
656,Lactose Free Cream Cheese,$3.79,8 Oz,30 g,98.0,10 g,30 mg,75 mg,1 g,2 g,1 g,1 g,0.0 mcg,30 mg,0.0 mg,40 mg
657,Mini Maple Flavored Marshmallows,$2.99,6 Oz,30 g,92.0,0 g,0 mg,35 mg,23 g,0 g,20 g,0 g,0.0 mcg,0 mg,0.1 mg,0 mg
658,Lobster Bisque,$4.99,16 Oz,454 g,540.0,44 g,175 mg,1690 mg,25 g,2 g,12 g,11 g,1.0 mcg,210 mg,0.9 mg,410 mg
659,Gluten Free Pumpkin Ravioli,$4.49,8 Oz,105 g,438.0,10 g,115 mg,1100 mg,77 g,5 g,7 g,10 g,0.5 mcg,210 mg,2.1 mg,540 mg
660,Maple Flavored Fudge,$2.99,5.29 Oz,30 g,128.0,4.0 g,10 mg,50 mg,23 g,0 g,21 g,0 g,0.0 mcg,0 mg,0.0 mg,0 mg
661,Crunchy Chili Onion Hummus,$3.99,10 Oz,28 g,64.5,4.5 g,0 mg,115 mg,4 g,1 g,2 g,2 g,0.0 mcg,10 mg,0.4 mg,50 mg
662,Honeycrisp Apple Granola,$3.99,12 Oz,62 g,262.0,6 g,0 mg,90 mg,47 g,5 g,17 g,5 g,0.0 mcg,30 mg,1.6 mg,190 mg
663,Mexican Style Hot Cocoa Melts,$4.99,5.36 Oz,38 g,204.0,12 g,10 mg,25 mg,22 g,0 g,22 g,2 g,0.0 mcg,90 mg,0.2 mg,120 mg
664,Shrimp & Garlic Flatbread,$5.99,7.04 Oz,200 g,423.0,11 g,115 mg,980 mg,58 g,3 g,3 g,23 g,0.2 mcg,190 mg,5.0 mg,100 mg
665,Mango Blueberry Chia Bowl,$3.49,7 Oz,198 g,237.0,13 g,0 mg,5 mg,25 g,9 g,14 g,5 g,0.0 mcg,150 mg,2.0 mg,320 mg
666,Chicken Cheese & Green Chile Pupusas,$4.79,12 Oz,113 g,670.0,30 g,75 mg,700 mg,62 g,5 g,2 g,38 g,0.0 mcg,540 mg,1.8 mg,230 mg
667,Organic Marinara Sauce,$3.49,25 Oz,125 g,61.5,1.5 g,0 mg,500 mg,10 g,2 g,5 g,2 g,0.0 mcg,50 mg,0.7 mg,480 mg
668,Pumpkin O's Cereal,$2.99,12 Oz,40 g,153.0,1g,0mg,190mg,34g,1g,12g,2g,0mcg,130mg,0.6mg,90mg
669,Mushroom & Black Truffle Flatbread,$5.49,9 Oz,1/2 Pizza,362.0,14 g,20 mg,760 mg,46 g,2 g,4 g,13 g,0 mcg,210 mg,0.7 mg,140 mg
670,Chai Tea Mints,$1.99,1.2 Oz,1.8 g,8.0,0 g,0 mg,0 mg,2 g,0 g,2 g,0 g,0.0 mcg,0 mg,0.0 mg,0 mg
671,Grilled Pitted Green Olives,$3.99,11.64 Oz,14 g,27.0,3.0 g,0 mg,210 mg,0 g,0 g,0 g,0 g,0.0 mcg,10 mg,1.5 mg,0 mg
672,Peanut Butter Chocolate Granola,$3.99,12 Oz,65 g,299.0,11 g,0 mg,250 mg,43 g,5 g,16 g,7 g,0.1 mcg,30 mg,1.7 mg,200 mg
673,Gluten Free Cinnamon Raisin Bread,$4.49,12 Oz,52 g,146.5,2.5 g,0 mg,180 mg,30 g,6 g,8 g,1 g,0.0 mcg,20 mg,0.7 mg,90 mg
674,Broccoli & Cheddar Cheese Quiche,$2.99,6 Oz,170 g,420.0,28 g,160 mg,670 mg,26 g,2 g,3 g,16 g,1.3 mcg,310 mg,1.1 mg,240 mg
675,Chocolate Vanilla Creme Joe-Joe's,$2.99,13.4 Oz,26 g,121.0,5 g,0 mg,80 mg,18 g,2 g,10 g,1 g,0.0 mcg,0 mg,0.9 mg,50 mg
676,Pretzel Breadsticks,$2.49,5.3 Oz,25 g,98.5,2.5 g,0 mg,260 mg,16 g,2 g,2 g,3 g,0.0 mcg,10 mg,0.3 mg,40 mg
677,Fudgy Cookie Dough Ice Cream,$3.79,1 Pint,123 g,1031.0,59 g,195 mg,480 mg,113 g,3 g,97 g,12 g,2.4 mcg,350 mg,2.7 mg,450 mg
678,Sourdough Sandwich Bread,$3.49,24 Oz,43 g,96.0,0 g,0 mg,190 mg,20 g,1 g,0 g,4 g,0.0 mcg,10 mg,1.2 mg,40 mg
679,Nutritional Yeast,$3.49,4 Oz,5 g,20.0,0 g,0 mg,10 mg,2 g,1 g,0 g,3 g,0.0 mcg,0 mg,0.3 mg,100 mg
680,Jumbo Yellow Onions,$0.99,1 Each,,0.0,,,,,,,,,,,
681,Seedless Watermelon,$5.99,1 Each,,0.0,,,,,,,,,,,
682,Cantaloupe,$3.49,1 Each,,0.0,,,,,,,,,,,
683,Sri Lankan Organic Mango Chutney,$2.99,8.5 Oz,20 g,56.0,0 g,0 mg,125 mg,14 g,0 g,12 g,0 g,0.0 mcg,0 mg,0.2 mg,50 mg
684,Kimbap,$3.99,8.11 Oz,77 g,424.0,12 g,0 mg,980 mg,68 g,4 g,7 g,11 g,0.0 mcg,150 mg,1.6 mg,220 mg
685,Freeze Dried Fig Slices,$3.69,1.76 Oz,50 g,188.0,0 g,0 mg,0 mg,44 g,5 g,35 g,3 g,0 mcg,110 mg,1 mg,490 mg
686,Unexpected Cheddar Cheese Spread with Hatch Chile,$4.99,9 Oz,28 g,82.0,6 g,25 mg,200 mg,3 g,0 g,1 g,4 g,0.0 mcg,140 mg,0.0 mg,200 mg
687,Tiniest Chocolate Chip Cookies,$3.99,8 Oz,26 g,124.0,4.0 g,10 mg,75 mg,20 g,2 g,7 g,2 g,0.1 mcg,10 mg,1.0 mg,40 mg
688,Point Reyes TomaProvence Artisan Cheese,$5.99,6 Oz,,0.0,,,,,,,,,,,
689,Fromage Pavé Red Chili Pepper,$7.49,7 Oz,28 g,100.0,8g,30mg,160mg,2g,2g,0g,5g,,,,
690,Little Gem Lettuce,$3.49,1 Each,,0.0,,,,,,,,,,,
691,Nectarines,$3.49,2 Lb,,0.0,,,,,,,,,,,
692,Italian Organic Striped Farfalline Pasta,$3.49,16 Oz,56 g dry,205.5,1.5 g,0 mg,0 mg,42 g,1 g,1 g,6 g,0.0 mcg,20 mg,0.7 mg,170 mg
693,Organic Romaine & Chicory Blend,$2.49,7 Oz,85 g,44.5,0.5 g,0 mg,30 mg,7 g,3 g,2 g,3 g,0.2 mcg,70 mg,1.9 mg,530 mg
694,Organic Free Range Boneless Skinless Thin Sliced Chicken Breast Fillets,$7.99,1 Lb,112 g,127.0,3.0 g,80 mg,50 mg,0 g,0 g,0 g,25 g,0.0 mcg,10 mg,0.4 mg,370 mg
695,Organic Dried Ataulfo Mango Slices,$4.99,6 Oz,40 g,136.5,0.5 g,0 mg,0 mg,32 g,3 g,11 g,1 g,0.0 mcg,20 mg,1.5 mg,310 mg
696,Chicken Karaage,$6.49,18.97 Oz,135 g,340.0,20 g,75 mg,730 mg,25 g,0 g,3 g,15 g,0.1 mcg,10 mg,0.7 mg,270 mg
697,Romaine Hearts,$2.99,18 Oz,,0.0,,,,,,,,,,,
698,Dairy-Free Mozzarella Style Shreds,$3.99,7 Oz,28 g/,83.0,7 g,0 mg,230 mg,5 g,0 g,0 g,0 g,0.0 mcg,0 mg,0.1 mg,10 mg
699,Dairy-Free Cheddar Style Slices,$3.99,7 Oz,22 g,53.0,5.0 g,0 mg,160 mg,2 g,0 g,0 g,0 g,0.0 mcg,0 mg,0.1 mg,20 mg
700,Hold The Dairy! Mini Frozen Dessert Cones Salted Caramel,$4.29,8.04 Oz,114 g,727.0,35 g,0 mg,125 mg,97 g,3 g,59 g,6 g,0.0 mcg,40 mg,4.3 mg,400 mg
701,Celebration Cake Gelato,$3.79,1 Pint,107 g,700.0,32 g,100 mg,460 mg,89 g,6 g,79 g,14 g,2.5 mcg,380 mg,0.6 mg,520 mg
702,Root Beer Float Bars,$3.49,15 Fl Oz,140 g,690.0,30 g,135 mg,125 mg,95 g,0 g,87 g,10 g,1.2 mcg,270 mg,0.0 mg,280 mg
703,S'Mores Bars,$4.99,7.5 Oz,35 g,151.0,7 g,15 mg,110 mg,20 g,2 g,14 g,2 g,0.1 mcg,10 mg,0.8 mg,100 mg
704,Organic Kosher Sandwich Pickles,$3.99,16 Fl Oz,28 g,4.0,0 g,0 mg,290 mg,1 g,0 g,0 g,0 g,0.0 mcg,20 mg,0.1 mg,20 mg
705,Hand Twisted Cinnamon Sugar Bread,$4.99,16 Oz,56 g,180.5,4.5 g,5 mg,180 mg,31 g,2 g,8 g,4 g,0.0 mcg,30 mg,0.8 mg,60 mg
706,Whole Wheat English Muffins,$1.99,12 Oz,57 g,125.5,1.5 g,0 mg,70 mg,23 g,4 g,3 g,5 g,0.0 mcg,10 mg,0.5 mg,120 mg
707,Yellow Peaches,$6.99,2 Lb,,0.0,,,,,,,,,,,
708,Fresh Figs,$4.99,16 Oz,,0.0,,,,,,,,,,,
709,Red and Green Grapes Duo,$6.49,2 Lb,,0.0,,,,,,,,,,,
710,Cut and Peeled Carrots,$1.69,24 Oz,,0.0,,,,,,,,,,,
711,Sriracha Sauce,$3.99,18.25 Oz,4 g,4.0,0 g,0 mg,75 mg,1 g,0 g,1 g,0 g,0.0 mcg,0 mg,0.0 mg,10 mg
712,Gluten Free Multigrain Bread,$4.99,15.2 Oz,36 g,102.0,2.0 g,0 mg,160 mg,19 g,2 g,3 g,2 g,0.0 mcg,10 mg,0.6 mg,40 mg
713,Pesto Chicken Breast,$8.99,1 Lb,,0.0,,,,,,,,,,,
714,Tiny Fruity Cuties Cereal,$3.99,16 Oz,39 g,153.5,1.5 g,0 mg,180 mg,33 g,2 g,13 g,2 g,0.0 mcg,150 mg,5.4 mg,70 mg
715,Grilled Chicken Strips,$8.99,16 Oz,84 g,110.5,2.5 g,55 mg,230 mg,2 g,0 g,0 g,20 g,0.0 mcg,10 mg,0.6 mg,150 mg
716,Raw Almond Butter Creamy No Salt,$6.49,16 Oz,32 g,200.0,16 g,0 mg,0 mg,7 g,4 g,1 g,7g,,,,
717,Crunchy Almond Butter Salted,$5.99,16 Oz,32 g,200.0,16g,0mg,65mg,7g,4g,1g,7g,,,,
718,Creamy Almond Butter No Salt,$5.99,16 Oz,32 g,200.0,16g,0mg,0mg,7g,4g,1g,7g,,,,
719,Creamy Almond Butter Salted,$5.99,16 Oz,32 g,200.0,16g,0mg,65mg,7g,4g,1g,7g,,,,
720,Crunchy Almond Butter No Salt,$5.99,16 Oz,32 g,200.0,16g,0mg,0mg,7g,4g,1g,7g,,,,
721,Sliced Muenster Cheese,$4.49,12 Oz,28 g,100.0,8g,25mg,180mg,0g,0g,0g,7g,0mcg,200mg,0mg,40mg
722,Lightly Smoked Sardines in Olive Oil,$1.99,4.25 Oz,85 g,174.0,10 g,50 mg,220 mg,0 g,0 g,0 g,21 g,1.1 mcg,360 mg,2.4 mg,320 mg
723,Soyaki,$3.99,21 Oz,18 g,41.0,1.0 g,0 mg,490 mg,7 g,0 g,5 g,1 g,0.1 mcg,10 mg,0.4 mg,50 mg
724,Traditional Tunisian Harissa,$2.99,6.7 Oz,7 g,8.5,0.5 g,0 mg,50 mg,1 g,0 g,0 g,0 g,0.0 mcg,2 mg,0 mg,23 mg
725,Organic Herb Salad Mix,$1.99,5 Oz,,0.0,,,,,,,,,,,
726,Pure Grade A Maple Syrup,$4.99,8 Fl Oz,30 mL,108.0,0 g,0 mg,0 mg,27 g,0 g,24 g,0 g,0.0 mcg,30 mg,0.5 mg,90 mg
727,Organic Vermont Maple Syrup,$4.99,8 Fl Oz,30 mL,108.0,0 g,0 mg,0 mg,27 g,0 g,24 g,0 g,0.0 mcg,40 mg,0.0 mg,80 mg
728,Sweet & Spicy Pecans,$4.49,5 Oz,30 g,220.0,20 g,0 mg,50 mg,7 g,2 g,4 g,3 g,0.2 mcg,20 mg,0.9 mg,80 mg
729,Dark Chocolate Pineapple Sticks,$3.49,10 Oz,30 g,118.5,2.5 g,0 mg,10 mg,24 g,2 g,18 g,0 g,0.1 mcg,0 mg,0.6 mg,30 mg
730,Lemon Pesto Sauce,$3.49,6.7 Oz,60 g,265.0,25 g,5 mg,610 mg,6 g,2 g,4 g,4 g,0.0 mcg,110 mg,0.5 mg,90 mg
731,Burrata,$4.99,8 Oz,28 g,70.0,6g,20mg,60mg,1g,0 g,0 g,3g,,,,
732,Dairy Free Shredded Spicy Mexican Style Blend Cheese Alternative,$3.99,7.05 Oz,28 g /,91.0,7 g,0 mg,270 mg,7 g,0 g,2 g,0 g,0.0 mcg,160 mg,0.0 mg,0 mg
733,Extra Lean Ground Beef 96% Lean / 4% Fat,$7.49,1 Lb,,0.0,,,,,,,,,,,
734,Extra Lean Ground Beef 96% Lean / 4% Fat,$7.49,1 Lb,,0.0,,,,,,,,,,,
735,Ghost Pepper Potato Chips,$3.49,7 Oz,28 g,148.0,8 g,0 mg,160 mg,17 g,1 g,1 g,2 g,0 mcg,8 mg,0 mg,317 mg
736,Thai Vegetable Gyoza,$4.79,16 Oz,85 g,152.5,4.5 g,0 mg,300 mg,25 g,2 g,2 g,3 g,0.6 mcg,30 mg,0.4 mg,100 mg
737,Egg Omelets with Cheddar Cheese,$4.99,6 Oz,170 g,455.0,35 g,615 mg,870 mg,2 g,2 g,0 g,33 g,0.0 mcg,560 mg,1.6 mg,220 mg
738,Crumbled Feta,$2.99,6 Oz,28 g,68.0,4.0 g,15 mg,340 mg,2 g,0 g,2 g,6 g,0.0 mcg,110 mg,0.0 mg,50 mg
739,Oat Chocolate Bars with Crispy Rice & Cocoa Nibs,$1.99,2.65 Oz,25 g,423.0,27 g,0 mg,240 mg,42 g,3 g,26 g,3 g,0.5 mcg,20 mg,2.6 mg,100 mg
740,Trio of Soft Licorice Twists,$2.49,8 Oz,31 g,100.0,0 g,0 mg,35 mg,24 g,0 g,12 g,1 g,0.0 mcg,0 mg,0.1 mg,20 mg
741,Ground Beef 80% lean /20% fat,$4.99,1 Lb,113 g,283.0,23 g,80 mg,80 mg,0 g,0 g,0 g,19 g,0.1 mcg,20 mg,2.2 mg,310 mg
742,Organic Midnight Moo Chocolate Syrup,$3.99,15.8 Oz,39 g,112.0,0 g,0 mg,25 mg,26 g,1 g,22 g,2 g,0.0 mcg,10 mg,1.2 mg,180 mg
743,Gluten Free Madeleine Cookies,$3.49,6.35 Oz,30 g,135.0,7 g,25 mg,95 mg,17 g,0 g,6 g,1 g,0.0 mcg,10 mg,0.2 mg,20 mg
744,Organic Spaghetti alla Chitarra Pasta,$1.99,1 Lb,56 g /,192.5,0.5 g,0 mg,0 mg,40 g,2 g,1 g,7 g,0.0 mcg,10 mg,0.6 mg,140 mg
745,Smoked English Cheddar Cheese with Spring Onion & Chive,$11.99,1 Lb,28 g,117.0,9g,25mg,190mg,2g,0g,0g,7g,,,,
746,Mini Cheeseburgers,$4.49,7.02 Oz,199 g,593.0,29 g,75 mg,760 mg,58 g,2 g,18 g,25 g,0.3 mcg,180 mg,1.8 mg,340 mg
747,Strawberry White Stilton Cheese,$4.99,6.34 Oz,28 g,108.0,8 g,20 mg,150 mg,4 g,0 g,3 g,5 g,,,,
748,BREAD CINNAMON RAISIN SLICED,$4.99,18 Oz,34 g,111.5,3.5 g,5 mg,105 mg,18 g,2g g,7 g,2 g,0.0 mcg,20 mg,0.9 mg,60 mg
749,Passion Fruit Rounds,$2.99,2 Oz,57 g,204.0,0 g,0 mg,25 mg,50 g,3 g,32 g,1 g,0.0 mcg,10 mg,1.0 mg,150 mg
750,Chocolate & Vanilla Bean Swirl Gelato,$4.79,28.74 Fl Oz,102 g,179.0,7 g,0 mg,40 mg,27 g,2 g,20 g,2 g,0.0 mcg,70 mg,1.3 mg,220 mg
751,Asian Style Vegetables with Stir Fry Sauce,$3.99,16 Oz,112 g/,40.0,0 g,0 mg,430 mg,7 g,2 g,7 g,3 g,0.0 mcg,30 mg,0.8 mg,110 mg
752,Steel Cut Oatmeal,$2.29,16 Oz,227 g,349.0,5.0 g,0 mg,90 mg,66 g,7 g,16 g,10 g,0.0 mcg,50 mg,3.0 mg,300 mg
753,Organic Whole Milk from Grass Fed Cows  2 of 8 assets,$5.49,64 Fl Oz,240 mL,161.0,9 g,30 mg,120 mg,12 g,0 g,11 g,8 g,2.6 mcg,280 mg,0.1 mg,350 mg
754,Organic Reduced Fat Milk from Grass Fed Cows,$5.49,64 Fl Oz,240 ml,133.0,5.0 g,20 mg,135 mg,13 g,0 g,13 g,9 g,3.0 mcg,330 mg,0.1 mg,420 mg
755,Strawberry Lemonade Ice Bars,$3.29,11.56 Fl Oz,174 g,272.0,0 g,0 mg,20 mg,68 g,0 g,61 g,0 g,0.0 mcg,50 mg,0.5 mg,50 mg
756,Carolina Gold Barbeque Sauce,$2.99,18 Oz,35 g,56.0,0 g,0 mg,410 mg,14 g,0 g,13 g,0 g,0.0 mcg,10 mg,0.2 mg,30 mg
757,Mediterranean Hummus Snack Pack with Pita Chips,$2.99,8 Oz,4 oz/,332.0,20 g,0 mg,410 mg,29 g,3 g,2 g,9 g,0 mcg,60 mg,3 mg,149 mg
758,PB&C Snack Duo,$3.99,12.7 Oz,60 g,309.0,17 g,0 mg,180 mg,32 g,3 g,22 g,7 g,0.0 mcg,50 mg,1.8 mg,380 mg
